user_id	instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	335
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	313
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	326
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	317
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	341
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	302
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	328
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	319
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	324
3	4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	301
