user_id	instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1741
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1814
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1774
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1783
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1732
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1762
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1782
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1736
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1693
7	12	r4.2xlarge	96	732000	142	2000000	10000000	0.0001	1825
