user_id	instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	412
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	411
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	409
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	412
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	414
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	415
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	413
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	418
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	421
6	8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	419
