1,200222,Grep,Ernest,0.45139605358734836
1,200222,Grep,GBM,0.04834551749158542
1,200222,Grep,BOM,0.1363581442142332
1,200222,Grep,OGB,0.11650301647020256
1,200222,Grep,C3O,0.048345517491585666
1,200222,Grep,Ernest,0.3562547041175187
1,200222,Grep,GBM,0.040008414982494994
1,200222,Grep,BOM,0.10330217399484923
1,200222,Grep,OGB,0.0833644932370036
1,200222,Grep,C3O,0.040008414982495105
1,200222,Grep,Ernest,0.5751733987983095
1,200222,Grep,GBM,0.03886169113201442
1,200222,Grep,BOM,0.16870416769771326
1,200222,Grep,OGB,0.12342749312144918
1,200222,Grep,C3O,0.03886169113201466
1,200222,Grep,Ernest,0.48067355174943827
1,200222,Grep,GBM,0.048804598393171375
1,200222,Grep,BOM,0.1607759765287999
1,200222,Grep,OGB,0.13184215159051632
1,200222,Grep,C3O,0.04880459839317115
1,200222,Grep,Ernest,0.4476615830091597
1,200222,Grep,GBM,0.04133306861517597
1,200222,Grep,BOM,0.10935658382529566
1,200222,Grep,OGB,0.07787158516938633
1,200222,Grep,C3O,0.04133306861517584
1,200222,Grep,Ernest,0.43324204518876175
1,200222,Grep,GBM,0.04160335200665602
1,200222,Grep,BOM,0.13476493383221205
1,200222,Grep,OGB,0.09808351244167543
1,200222,Grep,C3O,0.04160335200665612
1,200222,Grep,Ernest,0.34834929777510354
1,200222,Grep,GBM,0.054041040351207645
1,200222,Grep,BOM,0.10183882789656337
1,200222,Grep,OGB,0.10259332554489164
1,200222,Grep,C3O,0.054041040351207506
1,200222,Grep,Ernest,0.41561898231448846
1,200222,Grep,GBM,0.05370240896222369
1,200222,Grep,BOM,0.08623753139812348
1,200222,Grep,OGB,0.08958880665852667
1,200222,Grep,C3O,0.053702408962223606
1,200222,Grep,Ernest,0.41374096503766866
1,200222,Grep,GBM,0.06367692472630915
1,200222,Grep,BOM,0.16490492097568688
1,200222,Grep,OGB,0.10158055541870624
1,200222,Grep,C3O,0.06367692472630894
1,200222,Grep,Ernest,0.4394551619788106
1,200222,Grep,GBM,0.03799760742368885
1,200222,Grep,BOM,0.059345584687418254
1,200222,Grep,OGB,0.07378315364904359
1,200222,Grep,C3O,0.037997607423688705
2,200222,Grep,Ernest,0.4991182212433865
2,200222,Grep,GBM,0.09858282401994078
2,200222,Grep,BOM,0.13533008819001519
2,200222,Grep,OGB,0.13560150313615052
2,200222,Grep,C3O,0.0985828240199407
2,200222,Grep,Ernest,0.351629878775238
2,200222,Grep,GBM,0.10210742563261194
2,200222,Grep,BOM,0.18751210038584684
2,200222,Grep,OGB,0.199388502662681
2,200222,Grep,C3O,0.10210742563261199
2,200222,Grep,Ernest,0.43105242518278836
2,200222,Grep,GBM,0.10636565478746005
2,200222,Grep,BOM,0.225412038259372
2,200222,Grep,OGB,0.1401623425724534
2,200222,Grep,C3O,0.10636565478745985
2,200222,Grep,Ernest,0.44999687278352724
2,200222,Grep,GBM,0.07196051232817914
2,200222,Grep,BOM,0.14779085911470644
2,200222,Grep,OGB,0.09466250883401331
2,200222,Grep,C3O,0.07196051232817889
2,200222,Grep,Ernest,0.34903314655545414
2,200222,Grep,GBM,0.09495296306979442
2,200222,Grep,BOM,0.17090053036969077
2,200222,Grep,OGB,0.15498353442814528
2,200222,Grep,C3O,0.09495296306979409
2,200222,Grep,Ernest,0.4202072167804778
2,200222,Grep,GBM,0.09353639365671526
2,200222,Grep,BOM,0.16590017111793412
2,200222,Grep,OGB,0.12863823377356595
2,200222,Grep,C3O,0.09353639365671543
2,200222,Grep,Ernest,0.263706515872586
2,200222,Grep,GBM,0.09617902127579807
2,200222,Grep,BOM,0.12438531297495226
2,200222,Grep,OGB,0.10221882930053615
2,200222,Grep,C3O,0.09617902127579812
2,200222,Grep,Ernest,0.5070289493186686
2,200222,Grep,GBM,0.07240277938130642
2,200222,Grep,BOM,0.14949173457133824
2,200222,Grep,OGB,0.08090023171562583
2,200222,Grep,C3O,0.07240277938130656
2,200222,Grep,Ernest,0.9945430010467946
2,200222,Grep,GBM,0.5406386605708658
2,200222,Grep,BOM,0.5126312234961179
2,200222,Grep,OGB,0.5316995919788768
2,200222,Grep,C3O,0.540638660570866
2,200222,Grep,Ernest,1.069910372341868
2,200222,Grep,GBM,0.5491695178294098
2,200222,Grep,BOM,0.4872851002183853
2,200222,Grep,OGB,0.46860249660535214
2,200222,Grep,C3O,0.5491695178294096
3,200222,Grep,Ernest,0.28567511670468604
3,200222,Grep,GBM,0.04338989715009143
3,200222,Grep,BOM,0.08818108593931952
3,200222,Grep,OGB,0.06837044428135472
3,200222,Grep,C3O,0.043389897150091394
3,200222,Grep,Ernest,0.39694489673341726
3,200222,Grep,GBM,0.020801198450715548
3,200222,Grep,BOM,0.18109340535353152
3,200222,Grep,OGB,0.1792862683359167
