Sort,Ernest,0.0,0.06936354119995575
Sort,GBM,0.0,0.030517297093056266
Sort,BOM,0.0,0.07757675643318121
Sort,OGB,0.0,0.014189711964355454
Sort,C3O,0.0,0.014189711964355454
Sort,Ernest,0.0,0.08532364454608425
Sort,GBM,0.0,0.0368167302756668
Sort,BOM,0.0,0.06317294952928668
Sort,OGB,0.0,0.020702070818447004
Sort,C3O,0.0,0.020702070818447004
Sort,Ernest,0.0,0.060293678003965706
Sort,GBM,0.0,0.038694055074834394
Sort,BOM,0.0,0.06044890441836888
Sort,OGB,0.0,0.016608589116261358
Sort,C3O,0.0,0.016608589116261358
Sort,Ernest,0.0,0.021562293138663594
Sort,GBM,0.0,0.06762943729089858
Sort,BOM,0.0,0.051699763353189924
Sort,OGB,0.0,0.03829697055786647
Sort,C3O,0.0,0.03829697055786647
Sort,Ernest,0.0,0.05138896759777482
Sort,GBM,0.0,0.0420481159634737
Sort,BOM,0.0,0.0750168984817988
Sort,OGB,0.0,0.023733999680285146
Sort,C3O,0.0,0.023733999680285146
Sort,Ernest,0.0,0.06686791934835085
Sort,GBM,0.0,0.02990935377588041
Sort,BOM,0.0,0.0731851628198469
Sort,OGB,0.0,0.02159671262823136
Sort,C3O,0.0,0.02159671262823136
Sort,Ernest,0.0,0.07000616834697211
Sort,GBM,0.0,0.05014280516111569
Sort,BOM,0.0,0.05871131949652641
Sort,OGB,0.0,0.02615318143261401
Sort,C3O,0.0,0.02615318143261401
Sort,Ernest,0.0,0.03913892042147241
Sort,GBM,0.0,0.020842277782527056
Sort,BOM,0.0,0.07538892748145869
Sort,OGB,0.0,0.023854056105352895
Sort,C3O,0.0,0.023854056105352895
Sort,Ernest,0.0,0.04910919188350533
Sort,GBM,0.0,0.03957016587935435
Sort,BOM,0.0,0.0474005999649578
Sort,OGB,0.0,0.0149950604290679
Sort,C3O,0.0,0.0149950604290679
Sort,Ernest,0.0,0.03641557418609318
Sort,GBM,0.0,0.0660603776903989
Sort,BOM,0.0,0.05009613450590025
Sort,OGB,0.0,0.026922330866242156
Sort,C3O,0.0,0.026922330866242156
Grep,Ernest,0.0,0.46540959152316436
Grep,GBM,0.0,0.017637943753245948
Grep,BOM,0.0,0.1775906889319268
Grep,OGB,0.0,0.11092282099537835
Grep,C3O,0.0,0.017637943753245913
Grep,Ernest,0.0,0.32068833470988906
Grep,GBM,0.0,0.01818054236033652
Grep,BOM,0.0,0.12559313552240411
Grep,OGB,0.0,0.06758218460936376
Grep,C3O,0.0,0.018180542360336508
Grep,Ernest,0.0,0.40230548365605934
Grep,GBM,0.0,0.025370423957700512
Grep,BOM,0.0,0.15294333380698333
Grep,OGB,0.0,0.09523769134197292
Grep,C3O,0.0,0.025370423957700432
Grep,Ernest,0.0,0.4041821775701076
Grep,GBM,0.0,0.03556459822180881
Grep,BOM,0.0,0.20946437898106302
Grep,OGB,0.0,0.16695916789483084
Grep,C3O,0.0,0.035564598221809046
Grep,Ernest,0.0,0.3101946183202887
Grep,GBM,0.0,0.029695142545858196
Grep,BOM,0.0,0.15220676918665238
Grep,OGB,0.0,0.09322674513084869
Grep,C3O,0.0,0.029695142545858196
Grep,Ernest,0.0,0.5419693092150191
Grep,GBM,0.0,0.01472421236352653
Grep,BOM,0.0,0.18456758016509814
Grep,OGB,0.0,0.1307628601149213
Grep,C3O,0.0,0.014724212363526423
Grep,Ernest,0.0,0.46743583165357727
Grep,GBM,0.0,0.02189472805217106
Grep,BOM,0.0,0.1461931174268395
Grep,OGB,0.0,0.09345629946060341
Grep,C3O,0.0,0.021894728052171002
Grep,Ernest,0.0,0.38626834038619706
Grep,GBM,0.0,0.024783015263356193
Grep,BOM,0.0,0.1294050965973427
Grep,OGB,0.0,0.08546420252445044
Grep,C3O,0.0,0.024783015263356224
Grep,Ernest,0.0,0.38280956532845334
Grep,GBM,0.0,0.030262425389050763
Grep,BOM,0.0,0.1089713016270231
Grep,OGB,0.0,0.05321173513731733
Grep,C3O,0.0,0.030262425389050895
Grep,Ernest,0.0,0.3785764957312578
Grep,GBM,0.0,0.01936563115637259
Grep,BOM,0.0,0.17069062547767844
Grep,OGB,0.0,0.09950648801235412
Grep,C3O,0.0,0.019365631156372735
SGDLR,Ernest,0.0,0.22203541481635639
SGDLR,GBM,0.0,0.02587398818349348
SGDLR,BOM,0.0,0.1341215170973223
SGDLR,OGB,0.0,0.08545746458463876
SGDLR,C3O,0.0,0.025944001553142217
SGDLR,Ernest,0.0,0.17080477389199897
SGDLR,GBM,0.0,0.018326390199009834
SGDLR,BOM,0.0,0.10652692688944432
SGDLR,OGB,0.0,0.08705337393015201
SGDLR,C3O,0.0,0.01832639019900961
SGDLR,Ernest,0.0,0.2533099634860011
SGDLR,GBM,0.0,0.04732262946375304
SGDLR,BOM,0.0,0.16596856790263895
SGDLR,OGB,0.0,0.09261185111838151
SGDLR,C3O,0.0,0.04732262946375343
SGDLR,Ernest,0.0,0.165009767387415
SGDLR,GBM,0.0,0.019325542443018418
SGDLR,BOM,0.0,0.11696880726092936
SGDLR,OGB,0.0,0.061952182864783135
SGDLR,C3O,0.0,0.01932554244301854
SGDLR,Ernest,0.0,0.12829718919065916
SGDLR,GBM,0.0,0.020760915648623472
SGDLR,BOM,0.0,0.08769268767404007
SGDLR,OGB,0.0,0.05813839405721843
SGDLR,C3O,0.0,0.02076091564862354
SGDLR,Ernest,0.0,0.24450418193294193
