Page Rank,Ernest,0.4241413608594376
Page Rank,GBM,0.581933659378472
Page Rank,BOM,0.2254098847274303
Page Rank,OGB,0.35984558023839
Page Rank,C3O,0.3598455802383899
Page Rank,Ernest,0.3268273597277072
Page Rank,GBM,0.3405259360761968
Page Rank,BOM,0.16726679370042938
Page Rank,OGB,0.10977048466889829
Page Rank,C3O,0.10977048466889816
Page Rank,Ernest,0.3604921802170978
Page Rank,GBM,0.3429155570556372
Page Rank,BOM,0.25209380602247233
Page Rank,OGB,0.21963196134199828
Page Rank,C3O,0.21963196134199822
Page Rank,Ernest,0.47039410159379397
Page Rank,GBM,0.5774166241461964
Page Rank,BOM,0.24298310786527147
Page Rank,OGB,0.2278461908234558
Page Rank,C3O,0.22784619082345584
Page Rank,Ernest,0.46039444800717255
Page Rank,GBM,0.673977853677182
Page Rank,BOM,0.3157904669150969
Page Rank,OGB,0.49173836155333034
Page Rank,C3O,0.4917383615533302
Page Rank,Ernest,0.41360639383333614
Page Rank,GBM,0.6315457440356235
Page Rank,BOM,0.2703354266519213
Page Rank,OGB,0.2928093959204234
Page Rank,C3O,0.29280939592042343
Page Rank,Ernest,0.44828090791066727
Page Rank,GBM,0.4938936082097895
Page Rank,BOM,0.21019260179506516
Page Rank,OGB,0.30404339819988335
Page Rank,C3O,0.3040433981998833
Page Rank,Ernest,0.39137948165942016
Page Rank,GBM,0.41182773369319287
Page Rank,BOM,0.22524651907232954
Page Rank,OGB,0.21182205412053606
Page Rank,C3O,0.211822054120536
Page Rank,Ernest,0.4370252132314769
Page Rank,GBM,0.6197059783658614
Page Rank,BOM,0.2689980028216477
Page Rank,OGB,0.3037891879302574
Page Rank,C3O,0.30378918793025744
Page Rank,Ernest,0.48583658717177686
Page Rank,GBM,1.3803072751330818
Page Rank,BOM,0.2578515051630504
Page Rank,OGB,0.4529445929880867
Page Rank,C3O,0.4529445929880867
Page Rank,Ernest,0.3601611959639985
Page Rank,GBM,0.312082304697659
Page Rank,BOM,0.24096199727563647
Page Rank,OGB,0.1675278301333859
Page Rank,C3O,0.1675278301333859
Page Rank,Ernest,0.4364572492177083
Page Rank,GBM,0.4649959361732567
Page Rank,BOM,0.2739732171397715
Page Rank,OGB,0.28727095932454944
Page Rank,C3O,0.2872709593245495
Page Rank,Ernest,0.3361274554769821
Page Rank,GBM,0.3619533519160727
Page Rank,BOM,0.18120743999302533
Page Rank,OGB,0.11597885616609085
Page Rank,C3O,0.11597885616609079
Page Rank,Ernest,0.31911439916750406
Page Rank,GBM,0.5255359131780485
Page Rank,BOM,0.21572009224304148
Page Rank,OGB,0.22645621107287078
Page Rank,C3O,0.22645621107287078
Page Rank,Ernest,0.3430133231835725
Page Rank,GBM,0.6345724529664807
Page Rank,BOM,0.2403899484596682
Page Rank,OGB,0.34475550703717783
Page Rank,C3O,0.34475550703717783
Page Rank,Ernest,0.4327776363809017
Page Rank,GBM,0.6524200525131321
Page Rank,BOM,0.22834560474058938
Page Rank,OGB,0.14363603893632101
Page Rank,C3O,0.14363603893632104
Page Rank,Ernest,0.6400239660609403
Page Rank,GBM,0.5426478901286371
Page Rank,BOM,0.341366782490016
Page Rank,OGB,0.2616706242873631
Page Rank,C3O,0.26167062428736304
Page Rank,Ernest,0.5623510927526385
Page Rank,GBM,1.4511071670542035
Page Rank,BOM,0.3564870856843808
Page Rank,OGB,0.4492215340724264
Page Rank,C3O,0.4492215340724265
Page Rank,Ernest,0.45172571866712435
Page Rank,GBM,1.0192932281862337
Page Rank,BOM,0.3053008760564482
Page Rank,OGB,0.3975570656842786
Page Rank,C3O,0.3975570656842785
Page Rank,Ernest,0.29891956375761725
Page Rank,GBM,0.5330593107760647
Page Rank,BOM,0.28253705440273313
Page Rank,OGB,0.2679673301888945
Page Rank,C3O,0.26796733018889457
Page Rank,Ernest,0.33440982982506523
Page Rank,GBM,1.0080137375495621
Page Rank,BOM,0.27638542939588806
Page Rank,OGB,0.7452445936271138
Page Rank,C3O,0.7452445936271139
Page Rank,Ernest,0.4598190303292916
Page Rank,GBM,0.8469086606953868
Page Rank,BOM,0.3032296058561669
Page Rank,OGB,0.4466041763044345
Page Rank,C3O,0.4466041763044345
Page Rank,Ernest,0.39245547265683006
Page Rank,GBM,0.2809865449815885
Page Rank,BOM,0.3245042558873298
Page Rank,OGB,0.3255486912605266
Page Rank,C3O,0.3255486912605265
Page Rank,Ernest,0.5367203185796664
Page Rank,GBM,1.2384701529120987
Page Rank,BOM,0.31858596118850185
Page Rank,OGB,0.4582669776520883
Page Rank,C3O,0.4582669776520883
Page Rank,Ernest,0.39314075946814947
Page Rank,GBM,0.3718861244469465
Page Rank,BOM,0.2666601933880516
Page Rank,OGB,0.34585978411645724
Page Rank,C3O,0.34585978411645724
Page Rank,Ernest,0.3381014367796951
Page Rank,GBM,0.7365200932506054
Page Rank,BOM,0.22291634402692648
Page Rank,OGB,0.25761601247102983
Page Rank,C3O,0.2576160124710298
Page Rank,Ernest,0.37127938282801687
Page Rank,GBM,0.4408823955008775
Page Rank,BOM,0.2340160379958524
Page Rank,OGB,0.12824800466800998
Page Rank,C3O,0.12824800466801
Page Rank,Ernest,0.5332183035297089
Page Rank,GBM,0.838604428574318
Page Rank,BOM,0.2528165752287547
Page Rank,OGB,0.24154520758542877
Page Rank,C3O,0.24154520758542883
Page Rank,Ernest,0.29114225290702234
Page Rank,GBM,0.4019809045137297
Page Rank,BOM,0.24921673696737767
